Date,Heure,Consommation brute gaz (MW PCS 0°C) - GRTgaz,Statut - GRTgaz,Consommation brute gaz (MW PCS 0°C) - Teréga,Statut - Teréga,Consommation brute gaz totale (MW PCS 0°C),Consommation brute électricité (MW) - RTE,Statut - RTE,Consommation brute totale (MW)
2023-11-30,23:00,64713.0,Définitif,3126.0,Définitif,67839.0,61153,Consolidé,128992.0
2023-11-30,22:00,69016.0,Définitif,3547.0,Définitif,72563.0,61421,Consolidé,133984.0
2023-11-30,21:00,74468.0,Définitif,3984.0,Définitif,78452.0,62760,Consolidé,141212.0
2023-11-30,20:00,78208.0,Définitif,4278.0,Définitif,82486.0,66333,Consolidé,148819.0
2023-11-30,19:00,82662.0,Définitif,4432.0,Définitif,87094.0,70285,Consolidé,157379.0
2023-11-30,18:00,83926.0,Définitif,4476.0,Définitif,88402.0,69438,Consolidé,157840.0
2023-11-30,17:00,83030.0,Définitif,4416.0,Définitif,87446.0,66894,Consolidé,154340.0
2023-11-30,16:00,81926.0,Définitif,4200.0,Définitif,86126.0,64925,Consolidé,151051.0
2023-11-30,15:00,80099.0,Définitif,3970.0,Définitif,84069.0,65830,Consolidé,149899.0
2023-11-30,14:00,79678.0,Définitif,4033.0,Définitif,83711.0,66410,Consolidé,150121.0
2023-11-30,13:00,80254.0,Définitif,4111.0,Définitif,84365.0,66743,Consolidé,151108.0
2023-11-30,12:00,82605.0,Définitif,4308.0,Définitif,86913.0,68421,Consolidé,155334.0
2023-11-30,11:00,87051.0,Définitif,4552.0,Définitif,91603.0,69278,Consolidé,160881.0
2023-11-30,10:00,88930.0,Définitif,4623.0,Définitif,93553.0,69551,Consolidé,163104.0
2023-11-30,09:00,91201.0,Définitif,4740.0,Définitif,95941.0,69810,Consolidé,165751.0
2023-11-30,08:00,93385.0,Définitif,5013.0,Définitif,98398.0,68762,Consolidé,167160.0
2023-11-30,07:00,94268.0,Définitif,5263.0,Définitif,99531.0,67375,Consolidé,166906.0
2023-11-30,06:00,89596.0,Définitif,5181.0,Définitif,94777.0,61852,Consolidé,156629.0
2023-11-30,05:00,74916.0,Définitif,3903.0,Définitif,78819.0,56648,Consolidé,135467.0
2023-11-30,04:00,67739.0,Définitif,3319.0,Définitif,71058.0,54625,Consolidé,125683.0
2023-11-30,03:00,64482.0,Définitif,3163.0,Définitif,67645.0,55791,Consolidé,123436.0
2023-11-30,02:00,63668.0,Définitif,3135.0,Définitif,66803.0,58240,Consolidé,125043.0
2023-11-30,01:00,62480.0,Définitif,3175.0,Définitif,65655.0,58793,Consolidé,124448.0
2023-11-30,00:00,62925.0,Définitif,3196.0,Définitif,66121.0,60832,Consolidé,126953.0
2023-11-29,23:00,65186.0,Définitif,3251.0,Définitif,68437.0,62644,Consolidé,131081.0
2023-11-29,22:00,69829.0,Définitif,3739.0,Définitif,73568.0,62815,Consolidé,136383.0
2023-11-29,21:00,75039.0,Définitif,4261.0,Définitif,79300.0,64285,Consolidé,143585.0
2023-11-29,20:00,79240.0,Définitif,4601.0,Définitif,83841.0,67935,Consolidé,151776.0
2023-11-29,19:00,83046.0,Définitif,4841.0,Définitif,87887.0,71888,Consolidé,159775.0
2023-11-29,18:00,83906.0,Définitif,5011.0,Définitif,88917.0,71058,Consolidé,159975.0
2023-11-29,17:00,83015.0,Définitif,4912.0,Définitif,87927.0,67966,Consolidé,155893.0
2023-11-29,16:00,80454.0,Définitif,4728.0,Définitif,85182.0,64933,Consolidé,150115.0
2023-11-29,15:00,77314.0,Définitif,4552.0,Définitif,81866.0,65148,Consolidé,147014.0
2023-11-29,14:00,76433.0,Définitif,4559.0,Définitif,80992.0,65704,Consolidé,146696.0
2023-11-29,13:00,76726.0,Définitif,4556.0,Définitif,81282.0,65940,Consolidé,147222.0
2023-11-29,12:00,79812.0,Définitif,4775.0,Définitif,84587.0,68408,Consolidé,152995.0
2023-11-29,11:00,84414.0,Définitif,5128.0,Définitif,89542.0,69328,Consolidé,158870.0
2023-11-29,10:00,87167.0,Définitif,5427.0,Définitif,92594.0,70701,Consolidé,163295.0
2023-11-29,09:00,91234.0,Définitif,5951.0,Définitif,97185.0,72053,Consolidé,169238.0
2023-11-29,08:00,95073.0,Définitif,6391.0,Définitif,101464.0,71885,Consolidé,173349.0
2023-11-29,07:00,95836.0,Définitif,6452.0,Définitif,102288.0,69699,Consolidé,171987.0
2023-11-29,06:00,90630.0,Définitif,6144.0,Définitif,96774.0,64259,Consolidé,161033.0
2023-11-29,05:00,75990.0,Définitif,4680.0,Définitif,80670.0,58840,Consolidé,139510.0
2023-11-29,04:00,69173.0,Définitif,3941.0,Définitif,73114.0,56521,Consolidé,129635.0
2023-11-29,03:00,66072.0,Définitif,3626.0,Définitif,69698.0,57435,Consolidé,127133.0
2023-11-29,02:00,65025.0,Définitif,3493.0,Définitif,68518.0,59406,Consolidé,127924.0
2023-11-29,01:00,63772.0,Définitif,3441.0,Définitif,67213.0,59312,Consolidé,126525.0
2023-11-29,00:00,64255.0,Définitif,3338.0,Définitif,67593.0,61581,Consolidé,129174.0
2023-11-28,23:00,65524.0,Définitif,3371.0,Définitif,68895.0,63636,Consolidé,132531.0
2023-11-28,22:00,69653.0,Définitif,3855.0,Définitif,73508.0,63446,Consolidé,136954.0
2023-11-28,21:00,74628.0,Définitif,4297.0,Définitif,78925.0,64768,Consolidé,143693.0
2023-11-28,20:00,77994.0,Définitif,4546.0,Définitif,82540.0,68162,Consolidé,150702.0
2023-11-28,19:00,80086.0,Définitif,4696.0,Définitif,84782.0,71466,Consolidé,156248.0
2023-11-28,18:00,81209.0,Définitif,4745.0,Définitif,85954.0,70179,Consolidé,156133.0
2023-11-28,17:00,80433.0,Définitif,4512.0,Définitif,84945.0,66136,Consolidé,151081.0
2023-11-28,16:00,77453.0,Définitif,4137.0,Définitif,81590.0,63102,Consolidé,144692.0
2023-11-28,15:00,74418.0,Définitif,3769.0,Définitif,78187.0,63551,Consolidé,141738.0
2023-11-28,14:00,73853.0,Définitif,3789.0,Définitif,77642.0,64092,Consolidé,141734.0
2023-11-28,13:00,75408.0,Définitif,3924.0,Définitif,79332.0,64582,Consolidé,143914.0
2023-11-28,12:00,77632.0,Définitif,4122.0,Définitif,81754.0,66591,Consolidé,148345.0
2023-11-28,11:00,80839.0,Définitif,4338.0,Définitif,85177.0,67308,Consolidé,152485.0
2023-11-28,10:00,82402.0,Définitif,4541.0,Définitif,86943.0,67673,Consolidé,154616.0
2023-11-28,09:00,85273.0,Définitif,4813.0,Définitif,90086.0,68456,Consolidé,158542.0
2023-11-28,08:00,87358.0,Définitif,5089.0,Définitif,92447.0,67863,Consolidé,160310.0
2023-11-28,07:00,87714.0,Définitif,5346.0,Définitif,93060.0,66190,Consolidé,159250.0
2023-11-28,06:00,80373.0,Définitif,5210.0,Définitif,85583.0,59839,Consolidé,145422.0
2023-11-28,05:00,74646.0,Définitif,3847.0,Définitif,78493.0,54587,Consolidé,133080.0
2023-11-28,04:00,66614.0,Définitif,3220.0,Définitif,69834.0,52168,Consolidé,122002.0
2023-11-28,03:00,63130.0,Définitif,2961.0,Définitif,66091.0,53287,Consolidé,119378.0
2023-11-28,02:00,62755.0,Définitif,2881.0,Définitif,65636.0,55549,Consolidé,121185.0
2023-11-28,01:00,62677.0,Définitif,2857.0,Définitif,65534.0,55610,Consolidé,121144.0
2023-11-28,00:00,63897.0,Définitif,2856.0,Définitif,66753.0,58530,Consolidé,125283.0
2023-11-27,23:00,51797.0,Définitif,2938.0,Définitif,54735.0,60657,Consolidé,115392.0
2023-11-27,22:00,56032.0,Définitif,3445.0,Définitif,59477.0,60679,Consolidé,120156.0
2023-11-27,21:00,62279.0,Définitif,3867.0,Définitif,66146.0,62191,Consolidé,128337.0
2023-11-27,20:00,69673.0,Définitif,4205.0,Définitif,73878.0,66399,Consolidé,140277.0
2023-11-27,19:00,74063.0,Définitif,4499.0,Définitif,78562.0,70730,Consolidé,149292.0
2023-11-27,18:00,74749.0,Définitif,4659.0,Définitif,79408.0,69996,Consolidé,149404.0
2023-11-27,17:00,75911.0,Définitif,4687.0,Définitif,80598.0,67277,Consolidé,147875.0
2023-11-27,16:00,76198.0,Définitif,4615.0,Définitif,80813.0,65684,Consolidé,146497.0
2023-11-27,15:00,75962.0,Définitif,4465.0,Définitif,80427.0,67240,Consolidé,147667.0
2023-11-27,14:00,77123.0,Définitif,4665.0,Définitif,81788.0,67930,Consolidé,149718.0
2023-11-27,13:00,78693.0,Définitif,4851.0,Définitif,83544.0,68347,Consolidé,151891.0
2023-11-27,12:00,80573.0,Définitif,5174.0,Définitif,85747.0,69905,Consolidé,155652.0
2023-11-27,11:00,82702.0,Définitif,5574.0,Définitif,88276.0,70337,Consolidé,158613.0
2023-11-27,10:00,83306.0,Définitif,5750.0,Définitif,89056.0,69953,Consolidé,159009.0
2023-11-27,09:00,84859.0,Définitif,5979.0,Définitif,90838.0,69665,Consolidé,160503.0
2023-11-27,08:00,87044.0,Définitif,6370.0,Définitif,93414.0,68308,Consolidé,161722.0
2023-11-27,07:00,88155.0,Définitif,6538.0,Définitif,94693.0,66652,Consolidé,161345.0
2023-11-27,06:00,82491.0,Définitif,6341.0,Définitif,88832.0,60530,Consolidé,149362.0
2023-11-27,05:00,65023.0,Définitif,5012.0,Définitif,70035.0,55006,Consolidé,125041.0
2023-11-27,04:00,56511.0,Définitif,4213.0,Définitif,60724.0,52598,Consolidé,113322.0
2023-11-27,03:00,53019.0,Définitif,3868.0,Définitif,56887.0,53342,Consolidé,110229.0
2023-11-27,02:00,51679.0,Définitif,3710.0,Définitif,55389.0,55583,Consolidé,110972.0
2023-11-27,01:00,51105.0,Définitif,3685.0,Définitif,54790.0,55837,Consolidé,110627.0
2023-11-27,00:00,50820.0,Définitif,3651.0,Définitif,54471.0,58203,Consolidé,112674.0
2023-11-26,23:00,58430.0,Définitif,3648.0,Définitif,62078.0,59467,Consolidé,121545.0
2023-11-26,22:00,61968.0,Définitif,4117.0,Définitif,66085.0,59216,Consolidé,125301.0
2023-11-26,21:00,68270.0,Définitif,4562.0,Définitif,72832.0,60162,Consolidé,132994.0
2023-11-26,20:00,70751.0,Définitif,4786.0,Définitif,75537.0,62287,Consolidé,137824.0
2023-11-26,19:00,72250.0,Définitif,4919.0,Définitif,77169.0,64590,Consolidé,141759.0
2023-11-26,18:00,72703.0,Définitif,4957.0,Définitif,77660.0,62728,Consolidé,140388.0
2023-11-26,17:00,70483.0,Définitif,4624.0,Définitif,75107.0,58367,Consolidé,133474.0
2023-11-26,16:00,66356.0,Définitif,4066.0,Définitif,70422.0,54649,Consolidé,125071.0
2023-11-26,15:00,62756.0,Définitif,3672.0,Définitif,66428.0,55111,Consolidé,121539.0
2023-11-26,14:00,61148.0,Définitif,3611.0,Définitif,64759.0,55978,Consolidé,120737.0
2023-11-26,13:00,61354.0,Définitif,3862.0,Définitif,65216.0,57881,Consolidé,123097.0
2023-11-26,12:00,64008.0,Définitif,4270.0,Définitif,68278.0,60919,Consolidé,129197.0
2023-11-26,11:00,67184.0,Définitif,4683.0,Définitif,71867.0,61096,Consolidé,132963.0
2023-11-26,10:00,69791.0,Définitif,5135.0,Définitif,74926.0,60831,Consolidé,135757.0
2023-11-26,09:00,72261.0,Définitif,5589.0,Définitif,77850.0,59777,Consolidé,137627.0
2023-11-26,08:00,73166.0,Définitif,5877.0,Définitif,79043.0,57412,Consolidé,136455.0
2023-11-26,07:00,71920.0,Définitif,5753.0,Définitif,77673.0,55868,Consolidé,133541.0
2023-11-26,06:00,70465.0,Définitif,5515.0,Définitif,75980.0,53868,Consolidé,129848.0
2023-11-26,05:00,68291.0,Définitif,4607.0,Définitif,72898.0,52821,Consolidé,125719.0
2023-11-26,04:00,59624.0,Définitif,4087.0,Définitif,63711.0,52271,Consolidé,115982.0
2023-11-26,03:00,56190.0,Définitif,3812.0,Définitif,60002.0,53724,Consolidé,113726.0
2023-11-26,02:00,54478.0,Définitif,3700.0,Définitif,58178.0,55951,Consolidé,114129.0
2023-11-26,01:00,53362.0,Définitif,3545.0,Définitif,56907.0,56779,Consolidé,113686.0
2023-11-26,00:00,55273.0,Définitif,3476.0,Définitif,58749.0,59088,Consolidé,117837.0
2023-11-25,23:00,56408.0,Définitif,3511.0,Définitif,59919.0,59926,Consolidé,119845.0
2023-11-25,22:00,60188.0,Définitif,3917.0,Définitif,64105.0,58787,Consolidé,122892.0
2023-11-25,21:00,64225.0,Définitif,4188.0,Définitif,68413.0,58852,Consolidé,127265.0
2023-11-25,20:00,65927.0,Définitif,4303.0,Définitif,70230.0,60995,Consolidé,131225.0
2023-11-25,19:00,66717.0,Définitif,4352.0,Définitif,71069.0,63450,Consolidé,134519.0
2023-11-25,18:00,66749.0,Définitif,4316.0,Définitif,71065.0,62082,Consolidé,133147.0
2023-11-25,17:00,64497.0,Définitif,3985.0,Définitif,68482.0,58086,Consolidé,126568.0
2023-11-25,16:00,59788.0,Définitif,3496.0,Définitif,63284.0,54760,Consolidé,118044.0
2023-11-25,15:00,56645.0,Définitif,3180.0,Définitif,59825.0,55333,Consolidé,115158.0
2023-11-25,14:00,55469.0,Définitif,3206.0,Définitif,58675.0,56261,Consolidé,114936.0
2023-11-25,13:00,55687.0,Définitif,3392.0,Définitif,59079.0,57867,Consolidé,116946.0
2023-11-25,12:00,57581.0,Définitif,3648.0,Définitif,61229.0,60029,Consolidé,121258.0
2023-11-25,11:00,59996.0,Définitif,3929.0,Définitif,63925.0,59668,Consolidé,123593.0
2023-11-25,10:00,62923.0,Définitif,4306.0,Définitif,67229.0,59861,Consolidé,127090.0
2023-11-25,09:00,66686.0,Définitif,4611.0,Définitif,71297.0,59728,Consolidé,131025.0
2023-11-25,08:00,68433.0,Définitif,4786.0,Définitif,73219.0,57458,Consolidé,130677.0
2023-11-25,07:00,67206.0,Définitif,4642.0,Définitif,71848.0,54928,Consolidé,126776.0
2023-11-25,06:00,65274.0,Définitif,4454.0,Définitif,69728.0,52108,Consolidé,121836.0
2023-11-25,05:00,63746.0,Définitif,3477.0,Définitif,67223.0,50010,Consolidé,117233.0
2023-11-25,04:00,59157.0,Définitif,3023.0,Définitif,62180.0,49076,Consolidé,111256.0
2023-11-25,03:00,57229.0,Définitif,2803.0,Définitif,60032.0,50195,Consolidé,110227.0
2023-11-25,02:00,56158.0,Définitif,2772.0,Définitif,58930.0,52373,Consolidé,111303.0
2023-11-25,01:00,55600.0,Définitif,2727.0,Définitif,58327.0,53033,Consolidé,111360.0
2023-11-25,00:00,55290.0,Définitif,2753.0,Définitif,58043.0,56049,Consolidé,114092.0
2023-11-24,23:00,48746.0,Définitif,2820.0,Définitif,51566.0,57643,Consolidé,109209.0
2023-11-24,22:00,51965.0,Définitif,3267.0,Définitif,55232.0,57236,Consolidé,112468.0
2023-11-24,21:00,55537.0,Définitif,3668.0,Définitif,59205.0,57955,Consolidé,117160.0
2023-11-24,20:00,57540.0,Définitif,3983.0,Définitif,61523.0,60594,Consolidé,122117.0
2023-11-24,19:00,59084.0,Définitif,4161.0,Définitif,63245.0,63562,Consolidé,126807.0
2023-11-24,18:00,59400.0,Définitif,4301.0,Définitif,63701.0,63131,Consolidé,126832.0
2023-11-24,17:00,58886.0,Définitif,4312.0,Définitif,63198.0,60111,Consolidé,123309.0
2023-11-24,16:00,57430.0,Définitif,4169.0,Définitif,61599.0,57831,Consolidé,119430.0
2023-11-24,15:00,55526.0,Définitif,3970.0,Définitif,59496.0,58833,Consolidé,118329.0
2023-11-24,14:00,54100.0,Définitif,4044.0,Définitif,58144.0,59773,Consolidé,117917.0
2023-11-24,13:00,54360.0,Définitif,4191.0,Définitif,58551.0,60498,Consolidé,119049.0
2023-11-24,12:00,55734.0,Définitif,4385.0,Définitif,60119.0,62235,Consolidé,122354.0
2023-11-24,11:00,57615.0,Définitif,4653.0,Définitif,62268.0,61878,Consolidé,124146.0
2023-11-24,10:00,58731.0,Définitif,4742.0,Définitif,63473.0,62061,Consolidé,125534.0
2023-11-24,09:00,60310.0,Définitif,4904.0,Définitif,65214.0,62445,Consolidé,127659.0
2023-11-24,08:00,62325.0,Définitif,5224.0,Définitif,67549.0,61562,Consolidé,129111.0
2023-11-24,07:00,64526.0,Définitif,5491.0,Définitif,70017.0,60159,Consolidé,130176.0
2023-11-24,06:00,63013.0,Définitif,5293.0,Définitif,68306.0,54687,Consolidé,122993.0
2023-11-24,05:00,56655.0,Définitif,3941.0,Définitif,60596.0,49789,Consolidé,110385.0
2023-11-24,04:00,52153.0,Définitif,3310.0,Définitif,55463.0,47847,Consolidé,103310.0
2023-11-24,03:00,50538.0,Définitif,3073.0,Définitif,53611.0,48763,Consolidé,102374.0
2023-11-24,02:00,49187.0,Définitif,3052.0,Définitif,52239.0,51336,Consolidé,103575.0
2023-11-24,01:00,48376.0,Définitif,2987.0,Définitif,51363.0,51985,Consolidé,103348.0
2023-11-24,00:00,48155.0,Définitif,3059.0,Définitif,51214.0,54814,Consolidé,106028.0
2023-11-23,23:00,43539.0,Définitif,3124.0,Définitif,46663.0,56602,Consolidé,103265.0
2023-11-23,22:00,46952.0,Définitif,3612.0,Définitif,50564.0,56633,Consolidé,107197.0
2023-11-23,21:00,51553.0,Définitif,4086.0,Définitif,55639.0,57958,Consolidé,113597.0
2023-11-23,20:00,54124.0,Définitif,4361.0,Définitif,58485.0,61304,Consolidé,119789.0
2023-11-23,19:00,56389.0,Définitif,4550.0,Définitif,60939.0,65408,Consolidé,126347.0
2023-11-23,18:00,57940.0,Définitif,4620.0,Définitif,62560.0,64730,Consolidé,127290.0
2023-11-23,17:00,57757.0,Définitif,4413.0,Définitif,62170.0,61100,Consolidé,123270.0
2023-11-23,16:00,55391.0,Définitif,4034.0,Définitif,59425.0,58443,Consolidé,117868.0
2023-11-23,15:00,54126.0,Définitif,3740.0,Définitif,57866.0,59303,Consolidé,117169.0
2023-11-23,14:00,54615.0,Définitif,3731.0,Définitif,58346.0,60338,Consolidé,118684.0
2023-11-23,13:00,57990.0,Définitif,3960.0,Définitif,61950.0,61375,Consolidé,123325.0
2023-11-23,12:00,59503.0,Définitif,4240.0,Définitif,63743.0,63270,Consolidé,127013.0
2023-11-23,11:00,61837.0,Définitif,4603.0,Définitif,66440.0,63446,Consolidé,129886.0
2023-11-23,10:00,63601.0,Définitif,4973.0,Définitif,68574.0,64048,Consolidé,132622.0
2023-11-23,09:00,66006.0,Définitif,5403.0,Définitif,71409.0,64891,Consolidé,136300.0
2023-11-23,08:00,68954.0,Définitif,5906.0,Définitif,74860.0,64738,Consolidé,139598.0
2023-11-23,07:00,72179.0,Définitif,6099.0,Définitif,78278.0,63501,Consolidé,141779.0
2023-11-23,06:00,70010.0,Définitif,5775.0,Définitif,75785.0,57531,Consolidé,133316.0
2023-11-23,05:00,51320.0,Définitif,4304.0,Définitif,55624.0,52172,Consolidé,107796.0
2023-11-23,04:00,44526.0,Définitif,3625.0,Définitif,48151.0,49776,Consolidé,97927.0
2023-11-23,03:00,42237.0,Définitif,3338.0,Définitif,45575.0,50655,Consolidé,96230.0
2023-11-23,02:00,41522.0,Définitif,3183.0,Définitif,44705.0,52987,Consolidé,97692.0
2023-11-23,01:00,41472.0,Définitif,3086.0,Définitif,44558.0,53361,Consolidé,97919.0
2023-11-23,00:00,41773.0,Définitif,3061.0,Définitif,44834.0,55758,Consolidé,100592.0
2023-11-22,23:00,48952.0,Définitif,3092.0,Définitif,52044.0,57577,Consolidé,109621.0
2023-11-22,22:00,52608.0,Définitif,3503.0,Définitif,56111.0,57233,Consolidé,113344.0
2023-11-22,21:00,58939.0,Définitif,3878.0,Définitif,62817.0,58181,Consolidé,120998.0
2023-11-22,20:00,64724.0,Définitif,4002.0,Définitif,68726.0,61521,Consolidé,130247.0
2023-11-22,19:00,67478.0,Définitif,4107.0,Définitif,71585.0,65328,Consolidé,136913.0
2023-11-22,18:00,68269.0,Définitif,4092.0,Définitif,72361.0,63990,Consolidé,136351.0
2023-11-22,17:00,66979.0,Définitif,3796.0,Définitif,70775.0,59860,Consolidé,130635.0
2023-11-22,16:00,62321.0,Définitif,3364.0,Définitif,65685.0,56781,Consolidé,122466.0
2023-11-22,15:00,58949.0,Définitif,3192.0,Définitif,62141.0,57222,Consolidé,119363.0
2023-11-22,14:00,57373.0,Définitif,3274.0,Définitif,60647.0,58020,Consolidé,118667.0
2023-11-22,13:00,57747.0,Définitif,3512.0,Définitif,61259.0,59016,Consolidé,120275.0
2023-11-22,12:00,60829.0,Définitif,3670.0,Définitif,64499.0,60934,Consolidé,125433.0
2023-11-22,11:00,64706.0,Définitif,3972.0,Définitif,68678.0,60736,Consolidé,129414.0
2023-11-22,10:00,67883.0,Définitif,4017.0,Définitif,71900.0,61355,Consolidé,133255.0
2023-11-22,09:00,71032.0,Définitif,4218.0,Définitif,75250.0,61885,Consolidé,137135.0
2023-11-22,08:00,73775.0,Définitif,4516.0,Définitif,78291.0,61295,Consolidé,139586.0
2023-11-22,07:00,75207.0,Définitif,4679.0,Définitif,79886.0,58818,Consolidé,138704.0
2023-11-22,06:00,71602.0,Définitif,4518.0,Définitif,76120.0,53425,Consolidé,129545.0
2023-11-22,05:00,57714.0,Définitif,3290.0,Définitif,61004.0,48419,Consolidé,109423.0
2023-11-22,04:00,50551.0,Définitif,2729.0,Définitif,53280.0,45833,Consolidé,99113.0
2023-11-22,03:00,48044.0,Définitif,2513.0,Définitif,50557.0,46448,Consolidé,97005.0
2023-11-22,02:00,47187.0,Définitif,2406.0,Définitif,49593.0,48712,Consolidé,98305.0
2023-11-22,01:00,47058.0,Définitif,2429.0,Définitif,49487.0,49204,Consolidé,98691.0
2023-11-22,00:00,46858.0,Définitif,2418.0,Définitif,49276.0,51816,Consolidé,101092.0
2023-11-21,23:00,49816.0,Définitif,2470.0,Définitif,52286.0,53757,Consolidé,106043.0
2023-11-21,22:00,52880.0,Définitif,2858.0,Définitif,55738.0,53777,Consolidé,109515.0
2023-11-21,21:00,56634.0,Définitif,3183.0,Définitif,59817.0,54943,Consolidé,114760.0
2023-11-21,20:00,58787.0,Définitif,3429.0,Définitif,62216.0,58276,Consolidé,120492.0
2023-11-21,19:00,60620.0,Définitif,3605.0,Définitif,64225.0,62081,Consolidé,126306.0
2023-11-21,18:00,61381.0,Définitif,3734.0,Définitif,65115.0,61175,Consolidé,126290.0
2023-11-21,17:00,61461.0,Définitif,3648.0,Définitif,65109.0,57839,Consolidé,122948.0
2023-11-21,16:00,59201.0,Définitif,3411.0,Définitif,62612.0,55748,Consolidé,118360.0
2023-11-21,15:00,57645.0,Définitif,3175.0,Définitif,60820.0,56434,Consolidé,117254.0
2023-11-21,14:00,57434.0,Définitif,3233.0,Définitif,60667.0,57334,Consolidé,118001.0
2023-11-21,13:00,57477.0,Définitif,3312.0,Définitif,60789.0,58226,Consolidé,119015.0
2023-11-21,12:00,58575.0,Définitif,3493.0,Définitif,62068.0,59421,Consolidé,121489.0
2023-11-21,11:00,60452.0,Définitif,3607.0,Définitif,64059.0,59283,Consolidé,123342.0
2023-11-21,10:00,63037.0,Définitif,3735.0,Définitif,66772.0,59243,Consolidé,126015.0
2023-11-21,09:00,64402.0,Définitif,3896.0,Définitif,68298.0,59288,Consolidé,127586.0
2023-11-21,08:00,66903.0,Définitif,4190.0,Définitif,71093.0,58502,Consolidé,129595.0
2023-11-21,07:00,69544.0,Définitif,4425.0,Définitif,73969.0,57399,Consolidé,131368.0
2023-11-21,06:00,66806.0,Définitif,4355.0,Définitif,71161.0,51502,Consolidé,122663.0
2023-11-21,05:00,57527.0,Définitif,3166.0,Définitif,60693.0,46432,Consolidé,107125.0
2023-11-21,04:00,48955.0,Définitif,2604.0,Définitif,51559.0,44464,Consolidé,96023.0
2023-11-21,03:00,45552.0,Définitif,2390.0,Définitif,47942.0,45324,Consolidé,93266.0
2023-11-21,02:00,44476.0,Définitif,2343.0,Définitif,46819.0,47296,Consolidé,94115.0
2023-11-21,01:00,43658.0,Définitif,2371.0,Définitif,46029.0,47989,Consolidé,94018.0
2023-11-21,00:00,46381.0,Définitif,2346.0,Définitif,48727.0,50474,Consolidé,99201.0
2023-11-20,23:00,45681.0,Définitif,2399.0,Définitif,48080.0,52808,Consolidé,100888.0
2023-11-20,22:00,47808.0,Définitif,2725.0,Définitif,50533.0,52555,Consolidé,103088.0
2023-11-20,21:00,52163.0,Définitif,2990.0,Définitif,55153.0,53673,Consolidé,108826.0
2023-11-20,20:00,55532.0,Définitif,3212.0,Définitif,58744.0,57596,Consolidé,116340.0
2023-11-20,19:00,56943.0,Définitif,3340.0,Définitif,60283.0,61421,Consolidé,121704.0
2023-11-20,18:00,57942.0,Définitif,3343.0,Définitif,61285.0,60682,Consolidé,121967.0
2023-11-20,17:00,56699.0,Définitif,3222.0,Définitif,59921.0,57636,Consolidé,117557.0
2023-11-20,16:00,53878.0,Définitif,2995.0,Définitif,56873.0,55461,Consolidé,112334.0
2023-11-20,15:00,51799.0,Définitif,2873.0,Définitif,54672.0,56285,Consolidé,110957.0
2023-11-20,14:00,51506.0,Définitif,2934.0,Définitif,54440.0,57373,Consolidé,111813.0
2023-11-20,13:00,52091.0,Définitif,2992.0,Définitif,55083.0,58107,Consolidé,113190.0
2023-11-20,12:00,52978.0,Définitif,3039.0,Définitif,56017.0,59261,Consolidé,115278.0
2023-11-20,11:00,55531.0,Définitif,3236.0,Définitif,58767.0,58942,Consolidé,117709.0
2023-11-20,10:00,56193.0,Définitif,3330.0,Définitif,59523.0,58724,Consolidé,118247.0
2023-11-20,09:00,58569.0,Définitif,3498.0,Définitif,62067.0,58703,Consolidé,120770.0
2023-11-20,08:00,61441.0,Définitif,3760.0,Définitif,65201.0,57103,Consolidé,122304.0
2023-11-20,07:00,63388.0,Définitif,3960.0,Définitif,67348.0,55880,Consolidé,123228.0
2023-11-20,06:00,60154.0,Définitif,3833.0,Définitif,63987.0,50130,Consolidé,114117.0
2023-11-20,05:00,54432.0,Définitif,2793.0,Définitif,57225.0,44731,Consolidé,101956.0
2023-11-20,04:00,48596.0,Définitif,2251.0,Définitif,50847.0,42191,Consolidé,93038.0
2023-11-20,03:00,46020.0,Définitif,2039.0,Définitif,48059.0,42968,Consolidé,91027.0
2023-11-20,02:00,45203.0,Définitif,1937.0,Définitif,47140.0,45227,Consolidé,92367.0
2023-11-20,01:00,44497.0,Définitif,1950.0,Définitif,46447.0,45885,Consolidé,92332.0
2023-11-20,00:00,44259.0,Définitif,1929.0,Définitif,46188.0,48019,Consolidé,94207.0
2023-11-19,23:00,35150.0,Définitif,1931.0,Définitif,37081.0,48406,Consolidé,85487.0
2023-11-19,22:00,37515.0,Définitif,2149.0,Définitif,39664.0,47688,Consolidé,87352.0
2023-11-19,21:00,39983.0,Définitif,2335.0,Définitif,42318.0,48465,Consolidé,90783.0
2023-11-19,20:00,42051.0,Définitif,2499.0,Définitif,44550.0,50673,Consolidé,95223.0
2023-11-19,19:00,42644.0,Définitif,2653.0,Définitif,45297.0,52897,Consolidé,98194.0
2023-11-19,18:00,43073.0,Définitif,2641.0,Définitif,45714.0,51148,Consolidé,96862.0
2023-11-19,17:00,40704.0,Définitif,2300.0,Définitif,43004.0,46668,Consolidé,89672.0
2023-11-19,16:00,36719.0,Définitif,1929.0,Définitif,38648.0,44002,Consolidé,82650.0
2023-11-19,15:00,35201.0,Définitif,1807.0,Définitif,37008.0,44687,Consolidé,81695.0
2023-11-19,14:00,34911.0,Définitif,1900.0,Définitif,36811.0,45739,Consolidé,82550.0
2023-11-19,13:00,36123.0,Définitif,2076.0,Définitif,38199.0,47937,Consolidé,86136.0
2023-11-19,12:00,37919.0,Définitif,2346.0,Définitif,40265.0,50087,Consolidé,90352.0
2023-11-19,11:00,39513.0,Définitif,2628.0,Définitif,42141.0,48636,Consolidé,90777.0
